,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Age,Number of Dependents,Churn Label,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Gender,Married,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
4416,1,56,22.74,13,59.8,3457.45,35.01,0,1273.4399999999998,4695.879999999999,4964,45,2,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
4417,0,1,17.23,52,91.7,91.7,0.0,0,17.23,108.93,4319,20,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4418,7,48,38.82,8,70.55,3420.5,0.0,0,1863.3600000000001,5283.860000000001,3997,41,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
4419,0,13,0.0,57,40.55,590.35,0.0,0,0.0,590.35,2898,58,3,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4420,0,11,28.76,27,60.9,688.5,49.24,0,316.36,955.62,2726,23,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
4421,0,16,18.99,30,95.6,1555.65,0.0,0,303.84,1859.49,5915,39,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
4422,0,2,15.33,26,70.95,137.95,0.0,0,30.66,168.60999999999999,5390,45,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4423,5,64,26.7,17,65.8,4068.0,27.79,20,1708.8,5769.01,4754,39,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4424,8,72,0.0,12,64.7,4746.05,0.0,140,0.0,4886.05,6075,33,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4425,0,1,30.07,26,74.95,74.95,0.0,0,30.07,105.02000000000001,2591,59,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4426,1,41,0.0,16,35.4,1412.4,0.0,0,0.0,1412.4,4375,37,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
4427,1,7,9.1,28,48.8,349.8,0.0,0,63.699999999999996,413.5,4785,56,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
4428,3,6,30.17,48,54.85,355.1,39.15,0,181.02,496.97,5729,23,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4429,1,42,34.02,18,77.95,3384.0,0.0,0,1428.8400000000001,4812.84,5396,53,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4430,0,10,33.98,59,54.5,568.2,0.0,0,339.79999999999995,908.0,4163,29,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4431,0,24,38.68,73,49.7,1167.8,0.0,0,928.3199999999999,2096.12,5832,25,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4432,6,31,25.04,71,54.35,1647.0,0.0,0,776.24,2423.24,3615,20,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4433,1,3,44.46,51,44.3,134.5,0.0,0,133.38,267.88,4903,19,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
4434,1,1,3.09,0,20.15,20.15,0.0,0,3.09,23.24,4277,55,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
4435,0,45,0.0,10,42.3,1840.75,0.0,0,0.0,1840.75,4307,53,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4436,5,48,8.94,27,79.65,3870.3,0.0,0,429.12,4299.42,3246,44,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4437,5,29,36.7,69,69.05,1958.45,0.0,40,1064.3000000000002,3062.75,4459,26,2,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
4438,0,5,31.14,5,69.75,324.6,0.0,0,155.7,480.3,3965,32,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4439,1,13,29.68,22,49.95,587.45,0.0,150,385.84,1123.29,5764,37,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4440,0,37,9.61,11,80.05,3019.1,0.0,0,355.57,3374.67,3364,48,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4441,10,19,9.47,13,50.1,910.45,0.0,120,179.93,1210.38,5749,51,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4442,0,26,49.87,48,86.65,2208.75,0.0,0,1296.62,3505.37,4469,19,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
4443,0,29,44.33,7,78.9,2384.15,0.0,0,1285.57,3669.7200000000003,3249,37,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4444,1,58,48.98,76,59.9,3505.1,0.0,0,2840.8399999999997,6345.94,6407,25,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
4445,1,66,25.83,24,95.3,6273.4,0.0,0,1704.78,7978.179999999999,5706,36,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4446,2,56,31.53,0,24.45,1385.85,0.0,0,1765.68,3151.5299999999997,5577,20,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
4447,7,25,11.6,10,55.55,1405.3,0.0,0,290.0,1695.3,2950,49,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4448,1,66,48.77,12,102.45,6615.15,0.0,130,3218.82,9963.97,4688,41,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4449,1,39,9.51,7,104.7,4134.85,0.0,0,370.89,4505.740000000001,2371,35,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4450,7,69,39.88,17,64.15,4254.1,0.0,40,2751.7200000000003,7045.820000000001,5128,64,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4451,1,12,44.6,20,85.05,999.8,0.0,0,535.2,1535.0,2540,44,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
4452,5,49,49.58,0,20.45,900.9,0.0,0,2429.42,3330.32,6061,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
4453,0,4,28.89,3,74.4,299.7,0.0,0,115.56,415.26,3633,39,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4454,0,13,35.4,18,83.2,1060.6,0.0,0,460.2,1520.8,4028,42,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
4455,2,63,1.43,16,99.65,6311.2,0.0,0,90.08999999999999,6401.29,4572,44,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4456,0,12,8.82,0,20.1,223.6,0.0,0,105.84,329.44,5179,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4457,0,36,28.41,4,104.8,3886.45,0.0,0,1022.76,4909.21,5319,52,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4458,0,1,32.45,0,19.5,19.5,0.0,0,32.45,51.95,5211,54,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4459,10,49,2.82,0,20.15,973.35,0.0,0,138.17999999999998,1111.53,5422,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4460,7,65,19.99,26,55.15,3673.15,0.0,0,1299.35,4972.5,6205,63,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4461,7,20,42.06,23,96.8,1826.7,0.0,0,841.2,2667.9,3222,32,3,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
4462,0,41,31.08,12,74.65,3090.65,0.0,100,1274.28,4464.93,3859,47,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4463,0,2,6.2,6,87.15,183.75,0.0,0,12.4,196.15,4149,50,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4464,5,30,6.19,21,82.05,2570.2,0.0,120,185.70000000000002,2875.8999999999996,5036,32,3,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4465,0,26,38.04,73,61.55,1581.95,0.0,0,989.04,2570.99,5156,23,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4466,0,1,42.34,10,45.15,45.15,0.0,0,42.34,87.49000000000001,4131,43,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4467,0,40,32.27,69,89.6,3488.15,0.0,0,1290.8000000000002,4778.950000000001,2524,30,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4468,0,2,48.66,21,79.0,143.65,0.0,0,97.32,240.97,5239,33,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4469,0,10,12.78,2,89.5,863.1,0.0,0,127.8,990.9,4206,55,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
4470,5,33,20.02,27,93.8,3124.5,0.0,0,660.66,3785.16,5080,48,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4471,1,56,42.37,71,99.8,5515.45,0.0,0,2372.72,7888.17,4606,27,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4472,10,72,40.59,25,115.15,8349.7,0.0,0,2922.4800000000005,11272.18,4761,63,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4473,0,18,8.95,0,20.15,390.85,0.0,0,161.1,551.95,4931,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
4474,0,1,15.77,0,19.75,19.75,0.0,0,15.77,35.519999999999996,2484,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4475,7,70,26.47,59,94.8,6859.05,0.0,0,1852.8999999999999,8711.95,5072,30,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4476,8,22,45.35,0,20.75,452.35,0.0,0,997.7,1450.0500000000002,2258,49,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4477,6,67,8.82,0,20.8,1411.9,0.0,0,590.94,2002.8400000000001,5626,48,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4478,0,12,42.55,18,78.1,947.3,0.0,0,510.59999999999997,1457.8999999999999,4741,32,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
4479,5,4,42.71,56,56.5,235.1,0.0,0,170.84,405.94,5758,38,3,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4480,0,57,5.71,0,19.6,1170.55,0.0,0,325.46999999999997,1496.02,4393,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4481,0,29,48.2,19,98.8,2807.1,0.0,0,1397.8000000000002,4204.9,4580,62,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
4482,0,65,38.33,7,89.85,5844.65,0.0,0,2491.45,8336.099999999999,6421,47,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4483,1,19,21.71,47,89.65,1761.05,0.0,80,412.49,2253.54,3046,20,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
4484,0,11,33.06,0,20.1,221.35,0.0,0,363.66,585.01,4500,62,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4485,0,64,30.27,12,84.3,5289.05,0.0,0,1937.28,7226.33,5044,34,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4486,0,39,36.93,12,81.4,3213.75,0.0,0,1440.27,4654.02,4104,54,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4487,0,52,21.98,0,19.65,1025.05,0.0,0,1142.96,2168.01,5157,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4488,0,23,33.44,11,79.15,1676.95,0.0,0,769.1199999999999,2446.0699999999997,5216,51,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
4489,0,7,48.22,0,20.05,164.85,0.0,0,337.53999999999996,502.39,5595,62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
4490,0,1,10.08,18,69.2,69.2,0.0,0,10.08,79.28,2637,51,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4491,0,22,19.2,41,84.15,1821.95,0.0,60,422.4,2304.35,3549,23,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4492,3,48,1.02,2,100.05,4834.0,37.45,0,48.96,4845.51,3468,58,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4493,1,2,0.0,12,35.1,68.75,0.0,10,0.0,78.75,2643,36,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
4494,0,1,7.57,0,20.75,20.75,0.0,0,7.57,28.32,3358,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4495,0,66,33.02,6,104.25,6860.6,44.0,0,2179.32,8995.92,4915,43,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4496,0,30,2.67,27,94.4,2638.1,0.0,0,80.1,2718.2,4584,64,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4497,1,6,41.36,0,20.4,107.6,0.0,0,248.16,355.76,4628,54,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4498,0,1,48.58,21,46.2,46.2,0.0,0,48.58,94.78,4167,47,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
4499,0,27,20.02,27,101.9,2681.15,0.0,0,540.54,3221.69,3795,55,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4500,1,68,35.89,0,19.95,1377.7,28.98,0,2440.52,3789.24,4165,45,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4501,0,17,36.47,15,56.1,946.95,0.0,0,619.99,1566.94,5025,58,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4502,0,39,37.94,19,100.45,3801.7,0.0,0,1479.6599999999999,5281.36,2698,38,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4503,0,44,40.17,6,84.8,3862.55,0.0,0,1767.48,5630.030000000001,3997,54,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4504,1,45,33.54,4,113.3,5032.25,0.0,0,1509.3,6541.55,4885,57,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4505,0,21,6.12,51,99.15,1956.4,0.0,0,128.52,2084.92,5324,22,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
4506,0,29,14.46,25,58.0,1734.5,0.0,0,419.34000000000003,2153.84,2810,42,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4507,7,63,34.51,46,81.15,5224.5,0.0,0,2174.1299999999997,7398.629999999999,5294,20,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4508,0,3,32.43,2,79.1,246.5,0.0,0,97.28999999999999,343.78999999999996,5339,60,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4509,0,5,0.0,59,40.0,223.45,0.0,0,0.0,223.45,3125,25,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4510,0,1,32.73,0,25.4,25.4,0.0,0,32.73,58.129999999999995,4556,21,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
4511,1,33,15.45,59,53.75,1857.3,0.0,0,509.84999999999997,2367.15,3160,27,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4512,0,53,4.82,24,61.1,3357.9,0.0,0,255.46,3613.36,5940,37,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
4513,4,67,8.18,3,104.1,7040.85,0.0,0,548.06,7588.91,4857,61,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4514,0,1,5.94,8,75.1,75.1,0.0,0,5.94,81.03999999999999,4335,36,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4515,0,1,22.37,0,19.15,19.15,0.0,0,22.37,41.519999999999996,2577,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4516,2,58,43.01,30,105.2,6225.4,34.83,0,2494.58,8685.15,4605,61,3,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4517,0,24,46.54,85,64.35,1558.65,0.0,0,1116.96,2675.61,5461,23,3,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
4518,1,15,12.27,76,88.15,1390.6,0.0,0,184.04999999999998,1574.6499999999999,2524,21,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4519,3,41,13.23,16,86.2,3339.05,0.0,0,542.4300000000001,3881.4800000000005,5325,53,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4520,0,43,19.66,28,75.35,3161.4,0.0,0,845.38,4006.78,4898,39,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4521,0,1,44.22,0,19.1,19.1,0.0,0,44.22,63.32,2091,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4522,6,23,27.49,21,69.5,1652.1,16.89,0,632.27,2267.4799999999996,2159,60,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4523,0,1,13.27,0,20.2,20.2,0.0,0,13.27,33.47,4325,55,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4524,3,50,0.0,73,44.45,2188.45,0.0,0,0.0,2188.45,5363,20,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
4525,0,20,49.81,4,50.0,1003.05,2.81,0,996.2,1996.44,5741,38,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4526,7,20,15.29,59,76.0,1588.75,7.3,70,305.79999999999995,1957.25,4085,21,3,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4527,1,26,15.37,11,90.8,2361.8,0.0,0,399.62,2761.42,2641,47,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4528,0,24,0.0,52,54.15,1240.25,0.0,0,0.0,1240.25,5153,25,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4529,9,43,28.03,0,24.45,993.15,41.33,0,1205.29,2157.1099999999997,5119,59,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
4530,0,22,19.19,17,79.35,1730.35,0.0,0,422.18,2152.5299999999997,4718,48,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4531,0,42,0.0,13,54.75,2348.45,0.0,80,0.0,2428.45,3179,51,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4532,4,40,42.1,52,63.9,2635.0,0.0,0,1684.0,4319.0,2654,27,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
4533,3,52,0.0,52,66.25,3330.1,0.0,0,0.0,3330.1,4275,22,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4534,0,57,9.36,20,89.55,5012.35,30.45,0,533.52,5515.42,4260,55,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
4535,1,47,17.54,59,83.35,4065.0,0.0,140,824.38,5029.38,2516,26,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4536,0,23,18.7,24,81.0,1917.1,0.0,0,430.09999999999997,2347.2,5701,47,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
4537,0,11,26.85,0,20.05,237.7,0.0,0,295.35,533.05,5355,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4538,10,69,39.07,19,61.4,4059.85,0.0,0,2695.83,6755.68,5266,56,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4539,7,60,30.14,0,19.95,1258.15,0.0,0,1808.4,3066.55,5971,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4540,1,22,13.11,51,79.2,1742.75,0.0,0,288.41999999999996,2031.17,3410,27,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4541,0,72,30.44,0,19.8,1468.75,0.0,0,2191.6800000000003,3660.4300000000003,5368,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
